email,company_name,website,city,state,profession
drben@belmontplazadental.com,"Belmont Plaza Dental Care: Ben Hokmabadi DDS",https://www.belmontplazadentalcare.com,Belmont,California,"Dental clinic"
drgupta@peninsuladentalimplants.com,"Peninsula Dental Implant Center",http://www.peninsuladentalimplants.com,"San Carlos",California,"Dental implants periodontist"
smdc@glennbelendds.com,"San Mateo Dental Care",http://www.glennbelendds.com,"San Mateo",California,"Dental clinic"
daniele@capoferridentaldesign.com,"Swiss Dental Design",https://capoferridentaldesign.com,"Foster City",California,"Dental clinic"
financial@pcortho.com,"Phelps & Cohen Orthodontics",http://www.pcortho.com,"San Jose",California,"Dental clinic"
dale@redwoodcitydentistry.com,"Rubinchik Cohen Dental Care",https://www.redwoodcitydentistry.com,"Redwood City",California,"General Dentistry"
dr.schreiber@telechiropractic.org,"Marites Escarpe",http://provider.kareo.com,Belmont,California,"Oral surgeon"
referral.center@ucsfmedctr.org,"Dentistry: UCSF Benioff Childrens Hospital Oakland",https://www.ucsfbenioffchildrens.org,Oakland,California,"Dental clinic"
kwan@perioscopyinc.com,"East Bay Periodontics and Implant Dentistry",https://www.invision-perio.com,Oakland,California,"Dental implants periodontist"
smile@marinatoothfairy.com,"Dr. Hibret Hailu Benjamin D.D.S. - Marina Tooth Fairy Dental",https://marinatoothfairy.com,"San Francisco",California,"Cosmetic dentist"
doctor@orindadentist.com,"Virginia H. Ellis DDS Dental Corp",https://www.orindadentist.com,Orinda,California,"Cosmetic Dentist"
diamond@diamonddentalhygienecare.com,"Diamond Dental Hygiene",http://diamonddentalhygienecare.com,Richmond,California,"Dental hygienist"
meuy@mirhadidds.com,"Nooshan Mirhadi DDS",http://www.mirhadidds.com,Berkeley,California,"General Dentistry"
drd@breathcure.com,"Center For Breath treatment",http://www.breathcure.com,"Mill Valley",California,"General Dentistry"
megan@restorativecypress.com,"Carol Kinsey Goman",https://www.restorativecypress.com,Berkeley,California,"General Dentistry"
ani@arthurglosmandds.com,"Arthur Glosman Beverly Hills Cosmetic Dentist",https://arthurglosmandds.com,"Beverly Hills",California,"Cosmetic dentist"
justin@drsands.com,"Smiles Of Beverly Hills",http://www.smilesofbeverlyhills.com,"Beverly Hills",California,"Cosmetic Dentist"
drdo@canoncosmeticdental.com,"Canon Cosmetic Dental Group",https://canoncosmeticdental.com,"Beverly Hills",California,"Dental clinic"
givebackasmile@aacd.com,"Beverly Hills Institute of Dental Esthetics",https://cosmetic-dentistry.com,"Beverly Hills",California,"Cosmetic dentist"
rodney@rifkinraanan.com,"Dr. Robert Rifkin",http://www.robertrifkin.com,"Beverly Hills",California,"Cosmetic dentist"
concierge@theartofdentalwellness.com,"The Art Of Dental Wellness- Kerri M. Hill DDS.",https://theartofdentalwellness.com,"Beverly Hills",California,"Cosmetic dentist"
drrashti@smilingveteran.org,"MR Dental Aesthetics",http://www.drrashti.com,"Beverly Hills",California,"Dental implants periodontist"
smile@thepracticebh.com,"The Practice",http://thepracticebh.com,"Beverly Hills",California,"Cosmetic dentist"
drvafa@smileangels.com,"Smile Angels of Beverly Hills - Bruce Vafa DDS.",https://smileangels.com,"Beverly Hills",California,"Cosmetic dentist"
nadem@smileboutiquegroup.com,"Smile Boutique Beverly Hills",https://www.smileboutiquegroup.com,"Beverly Hills",California,"Cosmetic dentist"
mynetworks0481@sesamecommunications.com,"Newhart Orthodontics",http://www.drnewhart.com,"Beverly Hills",California,"Dental clinic"
drc@drconnelly.com,"Thomas Connelly DDS",http://www.drconnelly.com,"Beverly Hills",California,"Cosmetic dentist"
drgabbaypour@beverlyhillsoralsurgery.com,"Beverly Hills Oral Surgery",http://beverlyhillsoralsurgery.com,"Beverly Hills",California,"Oral surgeon"
registration@implantedu.org,"Global Academy of Oral Implantology",https://implantedu.org,"Beverly Hills",California,"Dental implants periodontist"
elichai@drseo.com,"Oral Surgeons Beverly Hills",https://beverlyhillsoralsurgeons.com,"Beverly Hills",California,"Dental clinic"
concierge@smilemakersla.com,"Dr. Pasha Hakimzadeh",https://smilemakersla.com,"Beverly Hills",California,"Cosmetic dentist"
drkatz@katzdentalgroup.com,"Katz Dental Group",https://katzdentalgroup.com,"Los Angeles",California,"Dental clinic"
dre@ladentist.com,"Dental Implant Center Los Angeles",https://implantcenterlosangeles.com,"Los Angeles",California,"Dental implants periodontist"
drjay@jayschulmandds.com,"Jay M. Schulman DDS",https://www.jayschulmandds.com,"West Hollywood",California,"Cosmetic Dentists"
dr.fahid@dentalwestwood.com,"Los Angeles & Beverly Hills Emergency Dentist- 24 hour emergency dentistry",http://www.zakhordental.com,"Los Angeles",California,"Emergency dental service"
smile@museumdental.com,"Museum Dental Center",https://museumdental.com,"Los Angeles",California,"General Dentistry"
smile@laholisticdentistry.com,"Karla Solis DDS - LA Holistic Dentistry",http://www.laholisticdentistry.com,"Los Angeles",California,"Dental clinic"
smile@smileinla.com,"Cosmetic Dentist Hollywood",https://www.cosmeticdentisthollywood.com,"Los Angeles",California,"Cosmetic dentist"
markadds@sbcglobal.net,"Mark Aranbasich DDS",http://www.markaranbasichdds.com,"Los Angeles",California,"General Dentistry"
dryang@signadent.com,"Signature Dental - Dr. Mimi F. Yang DDS",http://www.signadent.com,Brea,California,"Cosmetic dentist"
ontario@dentalkidzclub.com,"Dental Kidz Club - Brea",https://dentalkidzclub.com,Brea,California,"Paediatric Dentist"
gil@frontierdentallab.com,"Frontier Dental Laboratories",http://frontierdentallab.com,Brea,California,"Cosmetic dentist"
fda@excellencedentalservices.com,"Excellence Dental Services",http://www.excellencedentalservices.com,Fullerton,California,"Dental clinic"
mykidsdentistlahabra@smilegeneration.com,"My Kids Dentist & Orthodontics - La Habra",https://www.mykidsdentistlahabra.com,"La Habra",California,"Paediatric Dentist"
office59@britedental.org,"Star 28 Dental",https://www.britedental.org,"Buena Park",California,"Dental clinic"
drbingdench@drdenolochavez.com,"Buena Park Dental Spa",http://drdenolochavez.com,"Buena Park",California,"Dental clinic"
tcdla@tcdortho.com,"Total Care Dental & Orthodontics",https://tcdortho.com,"Baldwin Park",California,"Dental clinic"
f.fernandezdds@verizon.net,"Artesia Dental Care",http://www.gorgeousmile.com,Artesia,California,"General Dentistry"
nisha@alamedasmilecare.com,"Alameda Family & Cosmetic",http://www.alamedasmilecare.com,Burbank,California,"Dental clinic"
smiles@drzinnia.com,"Zinnia Carlos Regala DDS",http://www.drzinnia.com,Burbank,California,"Paediatric Dentist"
dr.chethan@eaglerockdentistry.com,"Eagle Rock Family Dentistry",http://www.eaglerockdentistry.com,"Los Angeles",California,"Dental clinic"
drkim@brushandsmile.com,"Lucio H. Kim DDS",https://www.brushandsmile.com,Glendale,California,"General Dentistry"
ashbydental777@sbcglobal.net,"William W. Ashby DDS",http://williamashbydds.com,"La Crescenta",California,"General Dentistry"
volunteer@cdsdp.org,"Calexico Health Clinic - Clinicas de Salud del Pueblo",http://www.cdsdp.org,Calexico,California,"Dental clinic"
ursula@angwindental.net,"Angwin Dental - Family Dental Care: Peter Vandenhoven DDS",https://angwindental.us,Angwin,California,"Dental clinic"
ashley@lacostadentalexcellence.com,"La Costa Dental Excellence",https://www.lacostadentalexcellence.com,Carlsbad,California,"Cosmetic dentist"
forumfamilydental@att.net,"Forum Family Dental",http://www.forumfamilydental.com,Carlsbad,California,"Dental clinic"
jeff@drfruin.com,"Fruin Family Dental",https://drfruin.com,Carlsbad,California,"Cosmetic dentist"
carlsbad@exceldentaloffice.com,"Akash Lapsi DDS",http://www.exceldentaloffice.com,Carlsbad,California,"Dental clinic"
oceanside@timkimdental.com,"Ocean Heart Dentistry - Kj Kim Dental Corp",https://dentalimplantsoceanside.com,Oceanside,California,"Dental clinic"
drhoss@thesuperdentists.com,"The Super Dentists",https://www.thesuperdentists.com,Oceanside,California,"Paediatric Dentist"
contacts@tccdsmiles.com,"Tri-City Childrens Dentistry and Orthodontics",http://www.tricitychildrensdentistry.com,Oceanside,California,"Paediatric Dentist"
doctor@mcbridedental.com,"McBride Dental",https://www.mcbridedental.com,"San Marcos",California,"Cosmetic dentist"
lasposasdentalpractice@smilegeneration.com,"Pacific Dental Services",http://www.lasposasdentalpractice.com,"San Marcos",California,"Dental clinic"
jan@jpconsultants.com,"The JP Institute",https://www.thejpinstitute.com,Carlsbad,California,"Dental hygienist"
encinitasendo@sbcglobal.net,"Encinitas Endodontics",https://www.encinitasendo.com,Encinitas,California,"Dental clinic"
vista@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentistvista.com,Vista,California,"Paediatric Dentist"
smile@kidmazingdental.com,"Kidmazing Dental & Orthodontics",http://www.kidmazingdental.com,"San Marcos",California,"Paediatric Dentist"
tustin@timkimdental.com,"Keon Jung Kim Dental Corp",http://www.timkimdental.com,Carlsbad,California,"Dental clinic"
saber.hayani@azurmedical.tn,"Zimmer Dental",http://www.zimmerdental.com,Carlsbad,California,"General Dentistry"
smile@drbainer.com,"The Smile Gallery",http://thesmilegalleryonline.com,Escondido,California,"Cosmetic Dentist"
tthornton@amplahealth.org,"Ampla Health Chico Dental",https://www.amplahealth.org,Chico,California,"Dental clinic"
dr@forestavedental.com,"Forest Avenue Dental: Gary Walker DDS",https://www.forestavedental.com,Chico,California,"Cosmetic dentist"
smile@levipalmerdds.com,"Skyway Pediatric Dentistry",http://www.levipalmerdds.com,Chico,California,"Paediatric Dentist"
sam@samhalabodmd.com,"Sam J. Halabo DMD - Chula Vista Dentist",https://www.samhalabodmd.com,"Chula Vista",California,"Cosmetic dentist"
kidsdentist@sbpdg.com,"South Bay Pediatric Dental Group",http://www.sbpdg.com,"Chula Vista",California,"Dental clinic"
eastlakelaser@cox.net,"North Park Smiles",http://northparksmiles.com,"San Diego",California,"Dental clinic"
chulavista2@mykidsdentistonline.com,"My Kids Dentist",https://www.mkdcanyonvista.com,"Chula Vista",California,"Paediatric Dentist"
karolina@tworiversdental.com,"Millenia Dental",http://www.milleniadental.com,"Chula Vista",California,"Dental clinic"
ccrr@mwrsw.com,"North Air Station North Island - Branch Dental Clinic",https://sandiego.tricare.mil,"San Diego",California,"Dental clinic"
marcosortegadds@mysandiegosmiles.com,"Marcos Ortega DDS",https://www.mysandiegosmiles.com,"San Diego",California,"Cosmetic dentist"
newsmiles@ashopforsmiles.com,"A Shop For Smiles - Richard J Hagstrom DDS",https://www.ashopforsmiles.com,"La Mesa",California,"Cosmetic dentist"
daviddonnellydds@att.net,"David M. Donnelly DDS",https://www.daviddonnellydds.com,"San Diego",California,"Cosmetic dentist"
heather@bonitadentalcare.com,"Bonita Dental Center",http://www.bonitadentalcare.com,Bonita,California,"Dental implants periodontist"
drsbajars@drbajarsdental.com,"Tania Bajars DDS",http://bajarsdental.com,"San Diego",California,"Dental clinic"
hayley@familydentalgroup.net,"Family Dental Group",http://www.familydentalgroup.net,"Chula Vista",California,"Dental clinic"
info_rancho@ieomfs.com,"Inland Empire Oral & Maxillofacial Surgeons - Upland",https://www.ieomfs.com,Upland,California,"Oral Surgeons"
shipping@stevensondentalsolutions.com,"Stevenson Dental Solutions",http://stevensondentalsolutions.com,"San Dimas",California,"Dental clinic"
hemet@sahara-dental.com,"Sahara Dental",http://www.sahara-dental.com,Pomona,California,"Dental clinic"
appointment@sibbachdentistry.com,"Sibbach Dentistry",http://www.sibbachdentistry.com,Chino,California,"General Dentistry"
mgl@westcoastdental.com,"Magicland Childrens Dental of Rancho Dominguez",https://www.magiclanddental.com,Compton,California,"Paediatric Dentist"
amedina@apla.org,"APLA Health - S. Mark Taper Foundation Center Dental Clinic",http://www.aplahealth.org,"Los Angeles",California,"Dental clinic"
xochitl@cdcsouthgate.com,"City Dental Care",http://cdcsouthgate.com,"South Gate",California,"Dental clinic"
megan@chamberofcommerce.com,"Imperial Dental Center",https://www.chamberofcommerce.com,"South Gate",California,"Dental clinic"
mojab@att.net,"Huntington Family Dental",http://www.huntingtondentalclinic.com,"Huntington Park",California,"General Dentistry"
jeffrey@yamashirodds.com,"Jeffrey Y Yamashiro DDS",http://www.yamashirodds.com,Gardena,California,"General Dentistry"
drlee@allaboutthesmile.com,"Tiffany Lee DDS",http://allaboutthesmile.com,Torrance,California,"General Dentistry"
yoav@torchedm.com,"Florence Family Dentistry",http://www.florencefamilydentistry.com,Bell,California,"General Dentistry"
appointments@concordadvanceddentistry.com,"Concord Advanced Dentistry",http://www.concordadvanceddentistry.com,Concord,California,"Cosmetic dentist"
smile@contracostachildrensdentistry.com,"Contra Costa Childrens Dentistry - Tiffany H. Ham DDS APC",http://www.contracostachildrensdentistry.com,"Walnut Creek",California,"Paediatric Dentist"
stanadds@sbcglobal.net,"Dr. Daniel R. Pestana DDS - Cosmetic Dentist",https://drpestanadds.com,"Walnut Creek",California,"Cosmetic dentist"
fo@missiondentalhealth.net,"Mission Dental Health",https://www.missiondentalhealth.net,"San Francisco",California,"Dental clinic"
dr.james@walnutcreekdentist.com,"Mattingly James DDS",http://www.walnutcreekdentist.com,"Walnut Creek",California,"Cosmetic dentist"
drmelissa@shadelandspediatricdentistry.com,"Shadelands Pediatric Dentistry",http://www.shadelandspediatricdentistry.com,"Walnut Creek",California,"Paediatric Dentist"
crescentdc@att.net,"Crescent Dental Center - Dr. Gemma Francisco Baluyut DDS",http://crescentdentalcenter.com,"Pleasant Hill",California,"Dental clinic"
amy@georgeswansondds.com,"Swanson George W DDS",http://www.georgeswansondds.com,Martinez,California,"General Dentistry"
cengddsinc@sbcglobal.net,"T. Christine Eng DDS Inc.",http://www.cengdds.com,"Walnut Creek",California,"General Dentistry"
moradadental@cheemadental.com,"Dr. Jasbir S. Cheema DDS",http://www.cheemadental.com,Livermore,California,"Dental clinic"
coronafamdental@att.net,"Corona Family Dental Group",https://www.coronafamilydentist.com,Corona,California,"Dental clinic"
mkdmainstreet@smilegeneration.com,"My Kids Dentist & Orthodontics",https://www.mkdmainstreet.com,Corona,California,"Paediatric Dentist"
mykidsdentisthamner@smilegeneration.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentisthamner.com,Norco,California,"Paediatric Dentist"
mykidsdentistcoronahills@smilegeneration.com,"My Kids Dentist",https://www.mykidsdentistcoronahills.com,Corona,California,"Paediatric Dentist"
moms@missionoms.com,"Mission Oral & Maxillofacial Surgery",http://www.missionoms.com,Riverside,California,"Oral surgeon"
smile@drmodarres.com,"Yorba Canyon Dentistry",http://drmodarres.com,"Yorba Linda",California,"Dental clinic"
eastvalesmilesdentistry@smilegeneration.com,"Eastvale Smiles Dentistry",https://www.eastvalesmilesdentistry.com,Eastvale,California,"Dental clinic"
smile@chinosmilesdentist.com,"Chino Smiles Dentistry and Orthodontics",http://www.chinosmilesdentist.com,Chino,California,"General Dentistry"
laderaranchdds@petersdental.com,"Peters Family Dentistry",https://www.petersdental.com,Riverside,California,"General Dentistry"
kidsworlddental@att.net,"Kids World Children's Dentistry",http://www.riversidekidsdentist.com,Riverside,California,"Pediatric Dentist"
debora.bridges@airtechniques.com,"Air Techniques",http://www.airtechniques.com,Corona,California,"General Dentistry"
allied@arsnet.com,"California Refrigeration Supplies",http://arsnet.com,Corona,California,"General Dentistry"
michaelcoppdds@san.rr.com,"Michael B Copp D.D.S Inc.",http://www.drcopp.com,Coronado,California,"Cosmetic dentist"
dsilverstein22@cox.net,"UCSD Student-Run Free Dental Clinic at Veterans Village",http://ucsdpds.org,"San Diego",California,"Dental clinic"
form@dentalaffairs.com,"Denistry @ Its Finest",http://dentalaffairs.com,"Costa Mesa",California,"Dental clinic"
calcval-technology@assistanceleague.org,"Cheri Harris Dental Center",https://www.assistanceleague.org,"Costa Mesa",California,"Dental clinic"
appointments@drchrispens.com,"John B. Chrispens DDS and Associates",https://www.drchrispens.com,"Newport Beach",California,"Dental clinic"
hvi@hoag.org,"The Beauchamp Dental Clinic",https://www.hoag.org,"Newport Beach",California,"Dental clinic"
smile@hbkidsdentistry.com,"HB Kids Dentistry and Orthodontics",https://www.hbkidsdentistry.com,"Huntington Beach",California,"Paediatric Dentist"
drkent@socosmiles.com,"South Coast Pediatric Dentistry",http://www.socosmiles.com,"Santa Ana",California,"Dental clinic"
icd@childrensdentistry.com,"Capistrano Childrens Dentistry",http://www.capistranochildrensdentistry.com,"San Juan Capistrano",California,"Paediatric Dentist"
drsahafi@doverdental.com,"Dover Dental",http://www.doverdental.com,"Newport Beach",California,"Cosmetic Dentist"
newpatient@dondds.com,"Jamboree Dental",http://www.dondds.com,Irvine,California,"Dental clinic"
cathy@balboaislanddentistry.com,"Balboa Island Dentistry: Stephen Alfano DDS",http://www.balboaislanddentistry.com,"Newport Beach",California,"General Dentistry"
hspid@healthysmilesperiodontics.com,"Healthy Smiles Periodontics",http://www.healthysmilesperiodontics.com,Torrance,California,"Dental clinic"
smile@drhomyak.com,"Natalia Homyak DDS",http://www.drhomyak.com,"Marina del Rey",California,"Cosmetic Dentists"
jotform@sfdentalimplants.com,"Alex Rabinovich DDS MD",http://www.oralsurgery-sf.com,"San Francisco",California,"Oral surgeon"
natalie@chompertown.com,"Chompers Pediatric Dentistry & Orthodontics",http://www.chompertown.com,"South San Francisco",California,"Paediatric Dentist"
sgelber@healthlinks.net,"Emergency Dental Assistance",https://healthlinks.net,"San Francisco",California,"Emergency dental service"
smile@ragadio.com,"Ragadio Dental Group",http://ragadio.com,"San Francisco",California,"General Dentistry"
lakeshore.dental@sbcglobal.net,"Lakeshore Dental Care",http://www.lakeshoredentalsf.com,"San Francisco",California,"General Dentistry"
dramanda@emergencydentistsusa.com,"Emergency Dentists USA",https://www.emergencydentistsusa.com,"San Francisco",California,"Emergency dental service"
drposert@islanddentalsf.com,"Island Dental",https://www.islanddentalsf.com,"San Francisco",California,"Cosmetic Dentist"
drchau@housecalldentists.com,"House Call Dentists",https://housecalldentists.com,"San Francisco",California,"Dental clinic"
appointments@ddschan.com,"Derrick M Chan DDS",https://www.ddschan.com,"San Francisco",California,"Dental clinic"
pak@sfsmile.com,"Minsik Pak DDS",http://www.sfsmile.com,"San Francisco",California,"General Dentistry"
drdavid@davidlrothmandds.com,"David L Rothman DDS",http://www.davidlrothmandds.com,"San Francisco",California,"Pediatric Dentists"
smile@kimliaodds.com,"Kimberly A Liao DDS",https://www.kimliaodds.com,"South San Francisco",California,"General Dentistry"
childressdental@emaildds.com,"James W. Childress DDS Inc. of Davis",http://childressdental.com,Davis,California,"Dental clinic"
drtran@varsitydentistry.com,"Varsity Dentistry",http://www.varsitydentistry.com,Davis,California,"Dental clinic"
teruko@davisperio.com,"David Du D.D.S.M.S.",http://www.davisperio.com,Davis,California,"Dental implants periodontist"
janderson@onecommunityhealth.com,"One Community Health",https://onecommunityhealth.com,Sacramento,California,"Dental clinic"
fairfield@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mkdfairfield.com,Fairfield,California,"Paediatric Dentist"
drdezham@amiraclesmile.com,"A Miracle Smile",http://www.amiraclesmile.com,Sacramento,California,"General Dentistry"
beautifulsmiles@drnoor.com,"Norwalk Village Dental Center",http://www.drnoor.com,Norwalk,California,"Dental clinic"
dr.zuniga@amazingsmilefamily.com,"Amazing Smile Family Dental",http://www.amazingsmilefamilydental.com,Bellflower,California,"General Dentistry"
michele@dentistsinwhittier.com,"Whittier Square Dentistry",http://www.dentistsinwhittier.com,Whittier,California,"Cosmetic Dentist"
liz@brawleydentist.com,"Brawley Dental Family and Cosmetic Dentistry",http://www.brawleydentist.com,Brawley,California,"Cosmetic dentist"
griselda@britechoicedental.com,"Brite Choice Dental",http://www.britechoicedental.com,"El Monte",California,"Dental clinic"
tcac@tzuchi.us,"Buddhist Tzu Chi Community Dental Clinic",http://www.tzuchimedicalfoundation.org,"South El Monte",California,"Dental clinic"
sylvia@queens-dental.com,"Queens Dental Group",http://www.queens-dental.com,"West Covina",California,"General Dentistry"
dr.hollister@sbcglobal.net,"Arcadia Family Dentistry",http://www.arcadia-family-dentistry.com,Arcadia,California,"General Dentistry"
lknowles@medental.org,"Maine Dental Office",http://www.medental.org,"Baldwin Park",California,"General Dentistry"
uptowndental@popp.net,"Uptown Dental Group",http://uptowndental.com,Whittier,California,"Dental clinic"
michele@michelecanonfit.com,"Brandon V Cuccia DDS",http://www.michelecanonfit.com,"San Marino",California,"General Dentistry"
peterdodds@att.net,"Westwood Dental Center",http://westwooddentalcenter.com,"San Diego",California,"Cosmetic dentist"
dentalcareofrb@att.net,"Dental Care of Rancho Bernardo",http://www.dentalcareofranchobernardo.com,"San Diego",California,"Dental clinic"
trang@drchesler.com,"Greenberg Dental",https://drchesler.com,Encinitas,California,"Dental clinic"
windsmile1@sbcglobal.net,"Windsmile Family Dental",http://windsmiledental.com,Fairfield,California,"Dental clinic"
bereavement@northbay.org,"John Saunderson",http://northbay.org,Fairfield,California,"General Dentistry"
mykidsdentistfontana@smilegeneration.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentistfontana.com,Fontana,California,"Paediatric Dentist"
samir@baselinedentalcare.com,"Baseline Dental Care",https://www.baselinedentalcare.com,Rialto,California,"Dental clinic"
sb@alifetimedental.com,"Lifetime Dental Of San Bernardino",https://www.lifetimedentalsanbernardino.com,"San Bernardino",California,"Cosmetic Dentist"
cherylpascua@newsmiledentistry.com,"New Smile Dentistry",http://www.newsmiledentistry.com,"Rancho Cucamonga",California,"General Dentistry"
temecula@hi-techsmiles.com,"Riverside Dental Office",http://www.hi-techsmiles.com,Riverside,California,"Cosmetic dentist"
