email,company_name,website,city,state,profession
spadentistry@yahoo.com,"Spa Dentistry Dr. Susan Lee DDS",http://www.spadentistrysanjose.com,"San Jose",California,Dentist
cutlerandgrundmanndds@comcast.net,"Cutler & Grundmann D.D.S.",http://www.cutlerandgrundmanndds.com,"San Jose",California,Dentist
jonathandds@gmail.com,"Jonathan J. Yu D.D.S.",http://www.cosmeticdentistrysanjose.com,"San Jose",California,"Cosmetic dentist"
pkyeedds@gmail.com,"Patrick Yee DDS",http://www.smilessanjose.com,"San Jose",California,Dentist
taheridds@gmail.com,"Dentistry for Children and Young Adults",http://www.taheridds.com,"San Jose",California,"Paediatric Dentist"
andrewfongdds@yahoo.com,"Andrew B. Fong D.D.S.",http://www.sanjosefamilydentist.com,"San Jose",California,Dentist
icaredental@yahoo.com,"I Care Dental Group",http://www.icaredentalgroup.com,"San Jose",California,Dentist
ezdentalcottle@gmail.com,"EZ Dental",https://www.ezdental.group,"San Jose",California,"Dental clinic"
shanechoudds@gmail.com,"Canaan Dental",http://www.canaandental.com,"San Jose",California,"Dental clinic"
sudeepdds@aol.com,"Santa Teresa Dental Center",https://www.santateresadentalcenter.com,"San Jose",California,Dentist
dkoodds@gmail.com,"Dick W Koo DDS",http://www.drkoosanjosefamilydentist.com,"San Jose",California,Dentist
psrottjakob@gmail.com,"Smile Dentistry/ Dr. Rottjakob DDS",http://smilealmaden.com,"San Jose",California,Dentist
dentalfriends202@yahoo.com,"Fred L. Egelston DDS",https://www.drfreddds.com,"San Jose",California,Dentist
maidental@yahoo.com,"Mai Dental Specialists",http://www.maidental.com,"San Jose",California,Dentist
jkywdds@yahoo.com,"Julianne K. Yoshioka-Wong DDS",http://www.yoshiokadental.com,"San Jose",California,Dentist
armenrai@yahoo.com,"Dr. Aparna Menrai DDS",http://www.aparnamenraidds.com,"San Jose",California,Dentist
yubinshidds@gmail.com,"Dr Shis Dental Office",http://www.yubinshidds.com,Sunnyvale,California,"Dental clinic"
baydentalgroupdds@gmail.com,"Bay Dental Group",https://www.baydentalgroupdds.com,"San Jose",California,Dentist
drkevincalvert@gmail.com,"Dr. Kevin W. Calvert DDS",http://www.calvertdds.com,"San Jose",California,Dentist
dentistsanjose@gmail.com,"A Center For Dental Excellence",http://www.dentistsanjose.com,"San Jose",California,Dentist
thdaodds@yahoo.com,"Dao Dental Care",https://daodentalcare.com,"San Jose",California,Dentist
nidental@gmail.com,"Varni Dental",https://www.varnidental.com,"San Jose",California,"Dental clinic"
drellakofman@gmail.com,"Elvira Kofman D.D.S.",https://www.drellakofman.com,Saratoga,California,Dentist
meetdrchen@comcast.net,"Cyndi Chen DDS",http://www.drcyndichen.com,"San Jose",California,Dentist
tooth.fairy.cottage@gmail.com,"Tooth Fairy Cottage",https://www.toothfairy-cottage.com,"San Jose",California,Dentist
capitoldental18@gmail.com,"Capitol Dental Group",https://www.cdgsanjose.com,"San Jose",California,Dentist
nkhandds@gmail.com,"Neeshat Khan DDS - West San Jose",https://neeshatkhandds.com,"San Jose",California,Dentist
sraondentaldds@yahoo.com,"Dilber Sraon DDS",https://sraonsanjosedentist.com,"San Jose",California,Dentist
bollingerpark@gmail.com,"Bollinger Canyon Dental",https://www.bollingercanyondental.com,"San Ramon",California,Dentist
l.ajlounidds@gmail.com,"Dr. Luma M. Ajlouni DDS",http://www.ajlounidds.com,Gilroy,California,Dentist
zarnidental@yahoo.com,"Zarni Dental",http://www.zarnidental.com,"San Jose",California,"Dental clinic"
mckeefamilydentist@gmail.com,"Tanforan Dental",https://darwinchandds.com,"San Bruno",California,Dentist
heshamamer@gmail.com,"Bay Area Smile",http://www.bayareasmile.com,"San Jose",California,Orthodontist
888dental@gmail.com,"Pauline Lu D.D.S",http://www.paulinelu.com,"San Jose",California,Dentist
sjeasedental@gmail.com,"Ease Dental",http://www.easedental.com,"San Jose",California,Dentist
emhihk@gmail.com,"James B. Higgins DDS",http://www.jameshiggins.com,"San Jose",California,Dentist
dr.mdelavega@gmail.com,"Genesis Dentistry Dental Group: Dr. Michelle de la Vega DDS",https://www.genesisdentistrysantaclara.com,"Santa Clara",California,"Dental clinic"
endodonticandimplantology@gmail.com,"Endodontic & Implantology Associates",http://www.endosj.com,"San Jose",California,Dentist
eghillsdental@gmail.com,"Evergreen Hills Dental",https://www.evergreenhillsdental.com,"San Jose",California,Dentist
frankcastillodds@comcast.net,"Castillo Frank DDS",http://frankcastillodds.com,"San Jose",California,Dentist
efdentistry0418@gmail.com,"Evergreen Family Dentistry - Dr. Ujjwala Dorlikar",http://efdentistry.com,"San Jose",California,Dentist
parktowndental@yahoo.com,"Parktown Dental Care",http://parktowndental.com,"San Jose",California,Dentist
drpojenlin@hotmail.com,"Po-Jen Lin DDS DICOI",http://drlindds.com,"San Jose",California,Dentist
hgseid@aol.com,"Dr. Albert Seid",http://www.seidcosmeticdental.com,"San Jose",California,Dentist
rezahakimpourdds@yahoo.com,"Hakimpour Reza DDS",https://www.hakimpourdentalgroup.com,"San Jose",California,Dentist
davidlidds@yahoo.com,"David Li DDS",https://www.dentistsj.com,"San Jose",California,Dentist
milesguytondds@gmail.com,"Smiles By Miles San Jose",https://www.smilesbymiles.com,"San Jose",California,Dentist
devmaydental@gmail.com,"Rujvi Bhatt DDS - Santa Clara",http://www.devmaydental.com,"Santa Clara",California,Dentist
goodenta@gmail.com,"Smile By Design",https://www.shendds.com,"Mountain View",California,Dentist
villagiodental@gmail.com,"Valley Dental Cupertino",http://cupertinocosmetic.dentist,Cupertino,California,"Dental clinic"
1206smiledesign.sj@gmail.com,"Smile Design",https://www.luvyoursmiles.com,"San Jose",California,Dentist
radiantdentalcenter@gmail.com,"Radiant Dental Center Office of Dr. Trang Thai",https://radiantdentalcenter.com,"San Jose",California,Dentist
tldds40@yahoo.com,"Dr. Trang Luu",http://www.luudentalcare.com,"San Jose",California,Dentist
phanorthodontics.janet@gmail.com,"Phan Orthodontics",https://www.phanorthodontics.com,"San Jose",California,Orthodontist
eingdentistry@gmail.com,"Well Being Dentistry",http://www.wellbeingdentistry.com,"Santa Clara",California,Dentist
laureldentalsancarlos@gmail.com,"Laurel Dental San Carlos",http://laureldentalsancarlos.com,"San Carlos",California,Dentist
eniedental@yahoo.com,"Geniedental Group",http://www.geniedental.com,"San Jose",California,Dentist
mlevkovicdds@yahoo.com,"Dr. Monika Levkovic DDS",https://mlevkovicdds.com,"San Jose",California,Dentist
cathydrpark@gmail.com,"Rodney K. Park DDS",https://www.rodneyparkdds.com,"San Jose",California,Dentist
paomfs1@gmail.com,"Dr. Behnaz Bakhshi DDS",http://www.paomfs.com,"Palo Alto",California,Dentist
dmdsuezaki@gmail.com,"Suezaki Family Dentistry",https://www.suezakifamilydentistry.com,"San Jose",California,Dentist
whiteoakspediatricdentistry@gmail.com,"Simon P. Morris DDS",http://www.whiteoakspediatricdentistry.com,"Los Gatos",California,"Paediatric Dentist"
dr.amersafadi@gmail.com,"Amer Safadi DMD Inc",http://www.drsafadi.com,"San Jose",California,Dentist
castrohiponadental@gmail.com,"Castro & Hipona Dental Care",http://castrohiponadental.com,"San Jose",California,"General Dentistry"
terryk888@yahoo.com,"Terry Kinaga DDS & Associates",https://www.sanjosecadentalimplants.net,"San Jose",California,Dentist
familydentist583@gmail.com,"Willow Glen Family Dentist",http://willowglenfamilydentist.com,"San Jose",California,Dentist
drhungvu@yahoo.com,"La Rosa Dental Care",http://drhungvu.com,"San Jose",California,Dentist
jameskikeharadds@gmail.com,"James K Ikehara",http://www.ikeharapediatricdentalcare.com,"San Jose",California,Dentist
davejou@yahoo.com,"Dentistry For Health",https://www.dentistryforhealth.net,"San Jose",California,Dentists
tmdental2470@yahoo.com,"North Valley Dental Office",https://tm-n-valley-dental-care.nationaldentalreviews.org,"San Jose",California,"Dental clinic"
fd.dravivamap@gmail.com,"Viva Dental Smiles",https://www.vivadentalsmiles.com,"San Jose",California,Dentist
yousmiledental@gmail.com,"You Smile Dental",http://www.yousmiledental.com,"San Jose",California,Dentists
ppekchu@aol.com,"3 Star Dental Center",http://3stardentalcenters.com,"San Jose",California,Dentist
sontrandds@gmail.com,"Son Anh Tran DDS",http://www.sontrandds.com,"San Jose",California,Dentist
doctorgdds@gmail.com,"Steven Guekguezian DDS",http://www.drgsanjosedentist.com,"Los Gatos",California,"General Dentistry"
ceruleandental@gmail.com,"Cerulean Dental Spa",http://www.ceruleandentalspa.com,"Santa Clara",California,"General Dentistry"
douglarsondds@gmail.com,"Doug Larson DDS",https://douglarsondds.com,Campbell,California,Dentists
phantasticsmile@gmail.com,"Los Gatos Family Dentistry",http://losgatosfamilydentistry.com,"Los Gatos",California,Dentists
vrushalisharmadds@gmail.com,"Vrushali R. Sharma DDS",http://vrushalisharmadds.com,"Santa Clara",California,Dentists
hildakanon@comcast.net,"Hilda Kanon DDS",http://www.hildakanondds.com,Campbell,California,Dentists
drs.hiura@gmail.com,"Kent Hiura & Spencer Hiura DDS",http://www.kenthiuradds.com,"Santa Clara",California,"General Dentistry"
scfdentistry@gmail.com,"Stevens Creek Family Dentistry",http://www.stevenscreekdentistry.com,"Santa Clara",California,"General Dentistry"
sonak_dds@yahoo.com,"Sona Khinvasara DDS",http://campbellcosmeticdental.com,Campbell,California,Dentists
rafibal@aol.com,"Rafi Balabanian DDS MAGD",http://www.topdentistinsanjose.com,"Santa Clara",California,Dentists
smileswithstyle@hotmail.com,"David R Delong DDS",http://www.dentistsantaclara.com,"Santa Clara",California,Dentists
kiferparkdental@yahoo.com,"Kifer Park Dental",https://www.kiferparkdental.com,Sunnyvale,California,Dentists
alaneleedds@gmail.com,"Alane M Lee DDS",http://www.alaneleedds.com,"San Jose",California,Dentists
iconicdental@gmail.com,"iConic Dental Care",http://www.iconicdental.com,"Los Gatos",California,"General Dentistry"
huhdentalwellness@gmail.com,"Huh Dental Wellness",https://www.huhdentalwellness.com,Sunnyvale,California,Dentists
drprovenzano@ymail.com,"Natalie Provenzano DDS",http://www.santateresadentist.com,"San Jose",California,Dentists
dr.teramura@hotmail.com,"Matthew J Teramura DMD - Fremont Family Dentistry",http://www.matthewteramuradmd.com,Fremont,California,Dentists
camvern@aol.com,"MacAraeg Arline Guinto DMD",http://www.vernonpromotions.com,"San Jose",California,"General Dentistry"
scottlammingdds@gmail.com,"Scott G. Lamming DDS",https://www.drlamming.com,"San Juan Capistrano",California,Dentist
ortegacottagedentistry@gmail.com,"Ortega Cottage Dentistry",http://ortegacottagedentistry.com,"San Juan Capistrano",California,Dentist
nadidds@aol.com,"Beautiful Smilez Dentistry",http://www.beautifulsmilez.com,"San Juan Capistrano",California,Dentist
rwdentistry@hotmail.com,"RW Family Dentistry",http://www.rwdentistry.com,"San Juan Capistrano",California,"Cosmetic dentist"
kabandds@gmail.com,"Kaban Dental Group: Kelly Kaban DDS",http://kabandentalgroup.com,"San Juan Capistrano",California,Dentist
drnikclinic@gmail.com,"Paradise Dental",https://www.sanjuancapistranodentist.com,"San Juan Capistrano",California,Dentist
maibrightsmiles@gmail.com,"Mai Bright Smiles",http://maibrightsmiles.com,"San Juan Capistrano",California,Dentist
drslonedds@gmail.com,"Charles Slone D.D.S",http://drslonedds.com,"San Juan Capistrano",California,Dentist
monicahorn@icloud.com,"John Castillo DDS",http://www.smilewithstyle.dental,"San Clemente",California,Dentist
seascape.dentistry@gmail.com,"Seascape Cosmetic and Implant Dentistry - San Clemente",https://seascape-dentistry.com,"San Clemente",California,Dentist
egilbert5@comcast.net,"Reischl Paul M DDS",http://www.reischldentistry.com,"San Clemente",California,Dentist
meachumdental@gmail.com,"Christina Meachum D.D.S.",http://www.meachumdental.com,"Dana Point",California,Dentist
senderodental@gmail.com,"Sendero Dental Studio",https://www.senderodental.com,"Mission Viejo",California,"Cosmetic dentist"
bstevensdds1@gmail.com,"Ben Stevens DDS - Dentist in San Clemente",http://benstevensdds.com,"San Clemente",California,Dentist
smilesanclemente@gmail.com,"Sachiko Virginia Fukuman DDS",http://www.smilesanclemente.com,"San Clemente",California,Dentist
docbriney@yahoo.com,"Briney Jeffrey R DDS",http://www.doc4smiles.com,"Dana Point",California,Dentist
niguel.dental@gmail.com,"Laguna Niguel Cosmetic Dentistry Angela Fang DDS",http://dentallagunaniguel.net,"Laguna Niguel",California,Dentist
drzirakzadeh@yahoo.com,"No longer here different dentist",http://www.californiasmilecare.com,"Mission Viejo",California,Dentist
mskidsdds@gmail.com,"Mike Shannon D.D.S",http://www.mikeshannonkidsdds.com,"Mission Viejo",California,"Paediatric Dentist"
pdsckids@gmail.com,"Pediatric Dentistry Of San Clemente",http://pdsckids.com,"San Clemente",California,"Paediatric Dentist"
happiestdentiste@gmail.com,"Smile Moderne",http://smilemoderne.com,"Laguna Niguel",California,Dentist
seanthompsondds@gmail.com,"Sean Thompson DDS",http://southocsmiles.com,"Laguna Niguel",California,Dentist
oceansightdds@gmail.com,"Oceansight Dental & Implants",https://www.oceansightdental.com,"San Clemente",California,Dentist
missiondentistryortho@gmail.com,"Pedersen John Dds",https://www.missionpediatricdentistry.com,"Mission Viejo",California,Dentist
kimdiepdang@gmail.com,"City Dentistry",https://www.citydentistry.net,"San Clemente",California,Dentist
danacosmodental15@gmail.com,"Dana Cosmo Dental",http://www.danacosmodental.com,"Dana Point",California,Dentist
princesspham2018@gmail.com,"Ladera Smile Dentistry",https://www.laderasmiledentistry.com,"Ladera Ranch",California,Dentist
mvfdental@hotmail.com,"Dr. Mark A. Kouris DDS",http://www.mvdentaloffice.com,"Mission Viejo",California,Dentist
lndental42@gmail.com,"Dr. Taylor & Yano DDS Inc.",https://www.tayloryanoddsinc.com,"Laguna Niguel",California,Dentist
drmhaeri@hotmail.com,"Maryam Haeri Maybodi DDS",http://www.oceanbreezedentalspa.com,"Laguna Niguel",California,"Cosmetic dentist"
allsmilesoflaguna@yahoo.com,"All Smiles of Laguna",http://allsmileoflaguna.com,"Laguna Niguel",California,Dentist
healthysmile360@gmail.com,"Dr. Michael Mostofi DDS HealthySmile360",http://www.healthysmile360.com,"Laguna Niguel",California,Dentist
clairechodds@yahoo.com,"Claire Cho DDS",https://www.clairechodds.com,"Aliso Viejo",California,Dentist
margueritedental@gmail.com,"Marguerite Dental Care",http://www.margueritedental.com,"Mission Viejo",California,"Dental clinic"
lagunaniguelortho@gmail.com,"Laguna Niguel Orthodontics & Childrens Dentistry",http://lagunaniguelorthodontics.com,"Laguna Niguel",California,Orthodontist
drdjcohen@yahoo.com,"After Hours Dental Emergencies",http://www.afterhoursdentalemergency.com,"Mission Viejo",California,"Emergency dental service"
lagunadental@aol.com,"Laguna Dental",http://www.lagunadentalca.com,"Laguna Niguel",California,Dentist
dental2000lag@gmail.com,"Dental 2000",http://www.dental2000.com,"Laguna Niguel",California,"Dental clinic"
info.southcoastdentistry@gmail.com,"South Coast Dentistry",https://www.southcoastdentistry.com,"Aliso Viejo",California,Dentist
palmdentistryoc@gmail.com,"Phyllis Schaub DDS - Mission Viejo Dentistry",http://myorangecountydentist.com,"Mission Viejo",California,Dentist
petersondentistryoc@gmail.com,"Laguna Hills Dental Care",https://www.premierdentalfamilylagunahills.com,"Laguna Hills",California,"Cosmetic dentist"
advanceddentalsmiles@gmail.com,"Advanced Dental",https://www.advanceddentalinc.com,"Aliso Viejo",California,Dentist
lapazdentistryo-ce@aol.com,"La Paz Dentistry",http://www.lapazdentistry.com,"Laguna Hills",California,Dentist
khindsdds@hotmail.com,"Kenneth F Hinds DDS",http://www.hindsdds.com,"Laguna Niguel",California,Dentists
bastidental@yahoo.com,"Basti Dental Care",https://www.missionviejosmile.com,"Mission Viejo",California,Dentists
dcrasnean@gmail.com,"California Dental Group",http://www.nelliegaildental.com,"Aliso Viejo",California,Dentist
niceteethdental@gmail.com,"Nice Teeth Dental",http://www.nice-teeth.com,"San Leandro",California,Dentist
creativedentists@hotmail.com,"Creative Dimensions in Dentistry",https://www.cddentists.com,"San Leandro",California,"Dental clinic"
billhummer@gmail.com,"William Hummer DDS",http://dentistrysanleandro.com,"San Leandro",California,Dentist
alistair.aaronson@gmail.com,"William Choi DMD - Stanford Childrens Health",https://profiles.stanford.edu,"San Leandro",California,"Paediatric Dentist"
estudillo.dentist@gmail.com,"Parvez Taylor DDS",http://www.sanleandrofamilydentist.com,"San Leandro",California,Dentists
drkaokidsdentist@gmail.com,"KAO Pediatric Dentistry",http://kaopediatricdentistry.com,"San Leandro",California,"Paediatric Dentist"
andytran-assoc@comcast.net,"Dr. Andy Tran",https://drandytrandds.com,"San Leandro",California,Dentist
p.dds@comcast.net,"Neal Pearson DDS",http://www.drnealpearson.com,"San Leandro",California,Dentist
angelesbuddy@yahoo.com,"Judith T Angeles Inc",http://www.angelesdentalcare.com,"San Leandro",California,Dentist
sanlorenzofamilydental@gmail.com,"San Lorenzo Family Dental",http://www.sanlorenzofamilydental.com,"San Lorenzo",California,Dentist
astradental07@gmail.com,"Dr. Seema Lohithakshan DDS",http://www.astra-dental.com,"San Leandro",California,Dentist
olympicsdental@gmail.com,"Jorn N. Olimpiada DDS",http://www.olympicsdental.com,"San Leandro",California,Dentist
jpteethwhitening@gmail.com,"JP Teeth Whitening Service",https://www.jp-teethwhitening.com,"San Leandro",California,"Teeth whitening service"
rodriguezdentalhay@gmail.com,"Dentistry Hayward",http://www.dentistryhayward.com,Hayward,California,Dentist
rvwick@comcast.net,"Robert Wick DDS - General Dentistry",https://www.thehaywarddentist.com,Hayward,California,Dentist
emergencydentalrepair@gmail.com,"Anderson & Abbink: Abbink Bruce DDS",https://www.emergencydentalrepair.com,"Castro Valley",California,Dentist
amyleedds@gmail.com,"Lee Amy DDS",http://www.amyleedds.com,Alameda,California,Dentist
dentalmatrixchinohills@gmail.com,"Dr. Quinn Yu DDS",http://www.dentalmatrixchinohills.com,Hayward,California,"Dental clinic"
countryfairedental@gmail.com,"Country Faire Dental Group",http://www.countryfairedental.com,"San Ramon",California,Dentist
estudillofamilydental@gmail.com,"Estudillo Family Dental",http://www.estudillodentist.com,"San Leandro",California,Dentist
creativesmileslz3@gmail.com,"Creative Smile Dental",http://www.creativesmiledental.com,"San Lorenzo",California,Dentist
dejdds@aol.com,"Northern california cranio-facial center",http://tmjcalifornia.com,Alameda,California,"Dental clinic"
galeranchdental@gmail.com,"Gale Ranch Pediatrics",http://www.galeranchfamilydental.com,"San Ramon",California,"Dental clinic"
primadental.us@gmail.com,"Prima Dental",https://primadental.us,"Redwood City",California,Dentist
oaklandsmiledental@gmail.com,"Oakland smile dental",http://oaklandsmiledental.com,Oakland,California,"Dental clinic"
properguideimplant@gmail.com,ProperGuide,https://www.properguideimplant.com,"San Leandro",California,"General Dentist"
prosmiledentalsanramon@gmail.com,"Pro Smile Dental Care",https://www.prosmiledentalcare.com,"San Ramon",California,Dentist
stevebyunsf@gmail.com,"Rincon Dental",https://www.rincondental.com,"San Francisco",California,Dentist
reflectionsdentalspa@gmail.com,"Reflections Dental Spa",http://www.reflectionsdentalspa.com,"San Ramon",California,"General Dentistry"
adsfcity@gmail.com,"Advanced Dentistry",http://www.adsfcity.com,"San Francisco",California,Dentist
montclairdentist@gmail.com,"Mona Moy",http://www.monasmiles.com,"San Leandro",California,Dentist
sibhatudds@gmail.com,"Laurel Smile Dentistry",https://www.dentistoaklandca.com,Oakland,California,"Cosmetic Dentist"
alamedadentist@gmail.com,"Alameda Family Dental Practice",https://www.alamedafamilydentist.com,Alameda,California,Dentist
uptown.oakland.dental@gmail.com,"Uptown Dental",https://www.uptownoaklanddental.com,Oakland,California,Dentist
rockridgesmiles@gmail.com,"Peterson Chan Dental Group",http://rockridgesmiles.com,Oakland,California,Dentist
californiaimplant@gmail.com,"Oakland Dental Implant Center",https://dentalimplantsoakland.com,Oakland,California,Dentist
seo.limyabu@gmail.com,"Lim and Yabu",http://www.oaklandlaserdentist.com,Oakland,California,Dentist
laduesdds87@aol.com,"Dr. Stephen Francis La Due",http://redwoodcanyondentistry.com,"Castro Valley",California,Dentist
childrensdentalplace@yahoo.com,"Childrens Dental Place",https://www.childrensdentalhayward.com,Hayward,California,"Dental clinic"
newagesmiles@gmail.com,"New Age Dentistry",https://www.newagesmiles.com,"San Ramon",California,"Cosmetic Dentist"
willsace@yahoo.com,"Bothwell Dentistry",http://www.bothwelldentistry.com,Alameda,California,Dentist
hooray4teeth@gmail.com,"Hooray 4 Teeth",http://hooray4teeth.com,Hayward,California,Dentist
kevinfongdds@gmail.com,"Kevin D Fong DDS",https://www.kevinfongdds.com,Hayward,California,Dentist
alamedasmiles@gmail.com,"Steven Chan DDS",http://alamedasmiles.com,Alameda,California,Dentist
thedentaltouch@yahoo.com,"The Dental Touch Oakland",https://www.thedentaltouch.net,Oakland,California,Dentist
leongdentalsf@gmail.com,"Leong Dental",http://leongdental.com,"San Francisco",California,Dentist
binhlamdds@gmail.com,"Union City Dental Aesthetics",http://www.unioncitycadentist.com,"Union City",California,Dentist
smilebridgepointe@gmail.com,"Bridgepointe Family Dental Care",http://bridgepointedental.com,"San Mateo",California,Dentist
refreshdental@gmail.com,"Refresh Dental",http://www.refreshdentalberkeley.com,Berkeley,California,"Dental clinic"
askoulasdds@gmail.com,"Antigone Skoulas DDS",https://www.skoulasdds.com,"San Francisco",California,Dentists
wergumz@gmail.com,"Bayfair Dental Care",http://www.ident.ws,"San Leandro",California,Dentists
williewoodds@gmail.com,"Willie Woo DDS & Michael Woo DDS",http://michaelwoodds.com,Oakland,California,"General Dentistry"
pamelamdassenkodds@hotmail.com,"Dassenko Pamela M DDS & E Carrie Ramirez DDS",http://slocoastdentist.com,"San Luis Obispo",California,Dentists
kimandwongcoordinators@gmail.com,"Matthew Y. Kim DDS and Nathan J. Wong DDS",http://kimandwongdentistry.com,"San Luis Obispo",California,Dentist
broadsmiles.mgr@gmail.com,"Broad St Smiles: D. Craig Fitch DDS",https://broadstsmiles.com,"San Luis Obispo",California,Dentist
lpwtoothfixers@gmail.com,"The Dental Group of Latta Wells & Associates",http://lwpdental.com,"San Luis Obispo",California,Dentist
drrandalllonsbrough@gmail.com,"Randall Lonsbrough D.D.S. Inc.",http://www.randalllonsbroughdds.com,"San Luis Obispo",California,"Cosmetic dentist"
jeff_hollister@yahoo.com,"Hollister Jeffrey DDS",https://www.centralcoastperioandimplants.com,"San Luis Obispo",California,Dentist
arodds@gmail.com,"Aro Dental Practice",https://www.arodental.com,"San Luis Obispo",California,Dentist
drdevinstewartdds@yahoo.com,"Devin L. Stewart DDS. FACP",http://www.devinstewartdds.com,"San Luis Obispo",California,Dentist
featherdental@gmail.com,"Feather Dental Office of Jessica Smith DDS",http://www.jessicasmithdds.com,"San Luis Obispo",California,Dentist
slonoorfoundation@gmail.com,"SLO Noor Foundation Dental Clinic",http://slonoorfoundation.org,"San Luis Obispo",California,"Dental clinic"
doanddsfamilydentistry@gmail.com,"DoanDDS Family Dentistry",http://doandentistry.com,"San Luis Obispo",California,Dentist
drdanielortho@gmail.com,"Frank J Daniel Orthodontics",http://drdanielortho.com,"San Luis Obispo",California,Orthodontist
drdarrellbassdds@gmail.com,"Darrell Bass DDS",http://www.darrellbassdds.com,"San Luis Obispo",California,Dentist
doctorlapuma@gmail.com,"Michael L. La Puma DMD",http://www.doctorlapuma.com,"San Luis Obispo",California,"Oral surgeon"
marvistadental@hotmail.com,"MarVista Dental: Lars Lindgren DDS",http://marvistadental.com,"Baywood-Los Osos",California,Dentist
